date,trend,post_count,comment_count,avg_sentiment_score,positive_count,negative_count,Close,pos,neu,neg
2025-05-05,41.0,0.0,0.0,0.0,0.0,0.0,113.82,48.64864864864865,29.72972972972973,21.62162162162162
2025-05-06,46.0,0.0,0.0,0.0,0.0,0.0,113.54,25.37313432835821,43.28358208955223,31.343283582089555
2025-05-07,49.0,0.0,0.0,0.0,0.0,0.0,117.06,41.66666666666667,29.166666666666668,29.166666666666668
2025-05-08,51.0,2.0,291.0,-0.0016108819982036,9.0,14.0,117.37,42.85714285714285,28.57142857142857,28.57142857142857
2025-05-09,50.0,0.0,0.0,0.0,0.0,0.0,116.65,39.21568627450981,39.21568627450981,21.5686274509804
2025-05-12,42.0,0.0,0.0,0.0,0.0,0.0,123.0,34.21052631578947,15.789473684210526,50.0
2025-05-13,63.0,1.0,65.0,-0.0091392416507005,5.0,6.0,129.93,36.0,16.0,48.0
2025-05-14,67.0,0.0,0.0,0.0,0.0,0.0,135.34,0.0,0.0,0.0
2025-05-15,64.0,1.0,192.0,0.0082358894869685,14.0,18.0,134.83,0.0,0.0,0.0
2025-05-16,56.0,0.0,0.0,0.0,0.0,0.0,135.4,48.93617021276596,14.893617021276595,36.17021276595745
2025-05-19,44.333333333333336,0.0,0.0,0.0,0.0,0.0,135.57,40.78947368421053,11.842105263157894,47.368421052631575
2025-05-20,56.0,0.0,0.0,0.0,0.0,0.0,134.38,50.0,29.310344827586203,20.6896551724138
2025-05-21,55.0,0.0,0.0,0.0,0.0,0.0,131.8,0.0,0.0,0.0
